Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
26876at7147	Complete	JAEIGE010000326.1:16018417-16019691	16018417	16019691	+	710.9	371	https://www.orthodb.org/v10?query=26876at7147	mitochondrial chaperone BCS1
26909at7147	Complete	JAEIGE010000016.1:2940220-2936542	2940220	2936542	-	614.8	630	https://www.orthodb.org/v10?query=26909at7147	ATPase family AAA domain-containing protein 5
26918at7147	Complete	JAEIGE010000332.1:2277809-2294961	2277809	2294961	+	1303.4	828	https://www.orthodb.org/v10?query=26918at7147	Zinc finger, PHD-type
26922at7147	Complete	JAEIGE010000227.1:28381667-28387461	28381667	28387461	+	717.2	364	https://www.orthodb.org/v10?query=26922at7147	S-adenosylmethionine synthase
26948at7147	Complete	JAEIGE010000253.1:24695227-24696660	24695227	24696660	+	330.8	260	https://www.orthodb.org/v10?query=26948at7147	Zinc finger C2H2 superfamily
26954at7147	Complete	JAEIGE010000253.1:25693326-25691040	25693326	25691040	-	845.6	468	https://www.orthodb.org/v10?query=26954at7147	Alpha-(1,6)-fucosyltransferase
26963at7147	Complete	JAEIGE010000299.1:677443-679038	677443	679038	+	336.7	307	https://www.orthodb.org/v10?query=26963at7147	zinc finger CCHC domain-containing protein 8 homolog
26986at7147	Complete	JAEIGE010000227.1:31875305-31876949	31875305	31876949	+	583.4	369	https://www.orthodb.org/v10?query=26986at7147	Ectonucleoside triphosphate diphosphohydrolase 5
27002at7147	Complete	JAEIGE010000253.1:2982663-2984411	2982663	2984411	+	881.6	442	https://www.orthodb.org/v10?query=27002at7147	threonylcarbamoyladenosine tRNA methylthiotransferase
27014at7147	Missing
27055at7147	Complete	JAEIGE010000002.1:1927992-1926370	1927992	1926370	-	591.1	382	https://www.orthodb.org/v10?query=27055at7147	CRAL-TRIO lipid binding domain
27070at7147	Complete	JAEIGE010000227.1:20250412-20252700	20250412	20252700	+	842.3	468	https://www.orthodb.org/v10?query=27070at7147	Anaphase-promoting complex subunit 8
27134at7147	Complete	JAEIGE010000227.1:28419873-28421063	28419873	28421063	+	704.2	344	https://www.orthodb.org/v10?query=27134at7147	Glutamine synthetase
27160at7147	Complete	JAEIGE010000227.1:20652091-20647912	20652091	20647912	-	555.9	299	https://www.orthodb.org/v10?query=27160at7147	MIF4G-like domain superfamily
27220at7147	Complete	JAEIGE010000299.1:8330326-8332644	8330326	8332644	+	562.6	454	https://www.orthodb.org/v10?query=27220at7147	Protein kintoun
27236at7147	Complete	JAEIGE010000016.1:4224546-4225905	4224546	4225905	+	608.7	351	https://www.orthodb.org/v10?query=27236at7147	DNA primase
27237at7147	Complete	JAEIGE010000016.1:8898354-8899680	8898354	8899680	+	703.3	369	https://www.orthodb.org/v10?query=27237at7147	protein disulfide-isomerase TMX3
27244at7147	Complete	JAEIGE010000227.1:23882274-23880919	23882274	23880919	-	599.9	321	https://www.orthodb.org/v10?query=27244at7147	Serine/threonine-protein kinase SBK1
27246at7147	Complete	JAEIGE010000299.1:10881355-10879991	10881355	10879991	-	459.0	298	https://www.orthodb.org/v10?query=27246at7147	protein 60A
27263at7147	Complete	JAEIGE010000299.1:8556369-8551401	8556369	8551401	-	865.3	437	https://www.orthodb.org/v10?query=27263at7147	gamma-1-syntrophin
27281at7147	Complete	JAEIGE010000253.1:16023483-16051381	16023483	16051381	+	385.0	239	https://www.orthodb.org/v10?query=27281at7147	protein scalloped isoform X1
27288at7147	Complete	JAEIGE010000253.1:9148168-9146572	9148168	9146572	-	689.6	362	https://www.orthodb.org/v10?query=27288at7147	PurE domain
27370at7147	Complete	JAEIGE010000332.1:10205024-10202133	10205024	10202133	-	715.7	467	https://www.orthodb.org/v10?query=27370at7147	Serpin family
27373at7147	Complete	JAEIGE010000332.1:24692200-24694249	24692200	24694249	+	831.2	541	https://www.orthodb.org/v10?query=27373at7147	protein PTCD3 homolog, mitochondrial
27388at7147	Complete	JAEIGE010000227.1:738683-737308	738683	737308	-	680.8	383	https://www.orthodb.org/v10?query=27388at7147	Enolase
27420at7147	Complete	JAEIGE010000332.1:27048882-27044696	27048882	27044696	-	1069.8	663	https://www.orthodb.org/v10?query=27420at7147	WD40-repeat-containing domain
27427at7147	Complete	JAEIGE010000213.1:1305882-1307271	1305882	1307271	+	682.7	349	https://www.orthodb.org/v10?query=27427at7147	Acyl-CoA dehydrogenase/oxidase, N-terminal
27431at7147	Complete	JAEIGE010000017.1:2845401-2848236	2845401	2848236	+	744.6	510	https://www.orthodb.org/v10?query=27431at7147	Receptor protein serine/threonine kinase
27504at7147	Complete	JAEIGE010000253.1:25675105-25684542	25675105	25684542	+	651.2	328	https://www.orthodb.org/v10?query=27504at7147	phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform isoform X1
27526at7147	Complete	JAEIGE010000213.1:9092051-9093538	9092051	9093538	+	584.5	344	https://www.orthodb.org/v10?query=27526at7147	mannose-1-phosphate guanyltransferase alpha
27548at7147	Complete	JAEIGE010000227.1:23102476-23104038	23102476	23104038	+	867.5	426	https://www.orthodb.org/v10?query=27548at7147	probable 26S proteasome non-ATPase regulatory subunit 3
27575at7147	Complete	JAEIGE010000332.1:31381858-31379511	31381858	31379511	-	835.6	535	https://www.orthodb.org/v10?query=27575at7147	xaa-Pro aminopeptidase 2
27616at7147	Complete	JAEIGE010000213.1:1945142-1946897	1945142	1946897	+	644.7	418	https://www.orthodb.org/v10?query=27616at7147	kelch domain-containing protein 4
27631at7147	Complete	JAEIGE010000016.1:5661356-5659344	5661356	5659344	-	783.3	439	https://www.orthodb.org/v10?query=27631at7147	Serine/threonine-protein kinase RIO1
27633at7147	Complete	JAEIGE010000332.1:20832742-20834533	20832742	20834533	+	527.1	475	https://www.orthodb.org/v10?query=27633at7147	uncharacterized protein LOC108041683
27639at7147	Complete	JAEIGE010000332.1:21541937-21421464	21541937	21421464	-	1298.1	798	https://www.orthodb.org/v10?query=27639at7147	Sterile alpha motif domain
27655at7147	Complete	JAEIGE010000002.1:6263838-6262308	6263838	6262308	-	592.5	399	https://www.orthodb.org/v10?query=27655at7147	Zinc finger MYND domain-containing protein 10
27672at7147	Complete	JAEIGE010000227.1:1893774-1895621	1893774	1895621	+	687.4	460	https://www.orthodb.org/v10?query=27672at7147	mitochondrial import receptor subunit TOM70
27701at7147	Complete	JAEIGE010000002.1:1822959-1821238	1822959	1821238	-	600.5	359	https://www.orthodb.org/v10?query=27701at7147	Glycoside hydrolase family 18, catalytic domain
27714at7147	Duplicated	JAEIGE010000017.1:1624489-1626713	1624489	1626713	+	809.9	464	https://www.orthodb.org/v10?query=27714at7147	Phosphoacetylglucosamine mutase
27714at7147	Duplicated	JAEIGE010000308.1:798936-797290	798936	797290	-	801.5	464	https://www.orthodb.org/v10?query=27714at7147	Phosphoacetylglucosamine mutase
27730at7147	Complete	JAEIGE010000308.1:4232825-4247368	4232825	4247368	+	802.9	546	https://www.orthodb.org/v10?query=27730at7147	protein scabrous
27761at7147	Complete	JAEIGE010000253.1:22940384-22942253	22940384	22942253	+	523.5	403	https://www.orthodb.org/v10?query=27761at7147	Cytosolic endo-beta-N-acetylglucosaminidase
27770at7147	Complete	JAEIGE010000002.1:8963306-8956060	8963306	8956060	-	448.9	282	https://www.orthodb.org/v10?query=27770at7147	CRAL-TRIO lipid binding domain
27815at7147	Complete	JAEIGE010000016.1:612082-614212	612082	614212	+	818.1	465	https://www.orthodb.org/v10?query=27815at7147	myotubularin-related protein 9
27820at7147	Complete	JAEIGE010000253.1:11761210-11757050	11761210	11757050	-	545.5	411	https://www.orthodb.org/v10?query=27820at7147	SH3 domain-binding protein 5 isoform X1
27841at7147	Complete	JAEIGE010000332.1:1399363-1400765	1399363	1400765	+	730.2	352	https://www.orthodb.org/v10?query=27841at7147	26S Proteasome regulatory subunit 6A
27849at7147	Complete	JAEIGE010000299.1:10862818-10864268	10862818	10864268	+	866.3	411	https://www.orthodb.org/v10?query=27849at7147	Thiolase
27907at7147	Complete	JAEIGE010000227.1:28963866-28962474	28963866	28962474	-	734.6	383	https://www.orthodb.org/v10?query=27907at7147	WD40 repeat
27930at7147	Complete	JAEIGE010000332.1:8652210-8649917	8652210	8649917	-	708.9	530	https://www.orthodb.org/v10?query=27930at7147	conserved oligomeric Golgi complex subunit 2
27931at7147	Complete	JAEIGE010000332.1:31240440-31238203	31240440	31238203	-	543.0	386	https://www.orthodb.org/v10?query=27931at7147	kanadaptin
27936at7147	Complete	JAEIGE010000332.1:24430403-24433043	24430403	24433043	+	316.2	283	https://www.orthodb.org/v10?query=27936at7147	Zinc finger C2H2 superfamily
27952at7147	Complete	JAEIGE010000002.1:1937700-1936161	1937700	1936161	-	526.0	342	https://www.orthodb.org/v10?query=27952at7147	differentially expressed in FDCP 8 homolog
27975at7147	Complete	JAEIGE010000308.1:3116990-3118966	3116990	3118966	+	1015.1	561	https://www.orthodb.org/v10?query=27975at7147	conserved oligomeric Golgi complex subunit 6
28005at7147	Complete	JAEIGE010000142.1:1854987-1853431	1854987	1853431	-	635.6	324	https://www.orthodb.org/v10?query=28005at7147	Gustatory receptor
28015at7147	Complete	JAEIGE010000227.1:11620449-11622582	11620449	11622582	+	683.8	350	https://www.orthodb.org/v10?query=28015at7147	Sorting nexin
28056at7147	Complete	JAEIGE010000299.1:4865087-4860283	4865087	4860283	-	884.3	430	https://www.orthodb.org/v10?query=28056at7147	Uridine kinase
28073at7147	Complete	JAEIGE010000253.1:26823785-26826111	26823785	26826111	+	533.6	417	https://www.orthodb.org/v10?query=28073at7147	protein deltex
28128at7147	Complete	JAEIGE010000299.1:1256026-1265932	1256026	1265932	+	485.6	389	https://www.orthodb.org/v10?query=28128at7147	Caskin1/2, SAM repeat 1
28130at7147	Complete	JAEIGE010000227.1:18240632-18242800	18240632	18242800	+	635.6	425	https://www.orthodb.org/v10?query=28130at7147	Rab-GTPase-TBC domain
28148at7147	Complete	JAEIGE010000332.1:3819834-3826285	3819834	3826285	+	654.4	364	https://www.orthodb.org/v10?query=28148at7147	Zona pellucida domain
28191at7147	Complete	JAEIGE010000213.1:1193415-1191944	1193415	1191944	-	531.3	331	https://www.orthodb.org/v10?query=28191at7147	Dipeptidase
28192at7147	Complete	JAEIGE010000227.1:7541310-7542568	7541310	7542568	+	547.5	336	https://www.orthodb.org/v10?query=28192at7147	Intraflagellar transport 52
28208at7147	Complete	JAEIGE010000332.1:20693704-20695251	20693704	20695251	+	520.3	331	https://www.orthodb.org/v10?query=28208at7147	geranylgeranyl transferase type-2 subunit alpha
28210at7147	Complete	JAEIGE010000253.1:8710009-8708514	8710009	8708514	-	611.7	283	https://www.orthodb.org/v10?query=28210at7147	vacuolar protein sorting-associated protein 26
28226at7147	Complete	JAEIGE010000326.1:8385335-8408883	8385335	8408883	+	467.3	336	https://www.orthodb.org/v10?query=28226at7147	Alpha-1,3-glucosyltransferase
28253at7147	Complete	JAEIGE010000332.1:18432957-18430022	18432957	18430022	-	676.6	319	https://www.orthodb.org/v10?query=28253at7147	adiponectin receptor protein
28287at7147	Complete	JAEIGE010000332.1:9305371-9306699	9305371	9306699	+	638.0	338	https://www.orthodb.org/v10?query=28287at7147	2-oxoisovalerate dehydrogenase subunit alpha
28318at7147	Complete	JAEIGE010000227.1:9343250-9344943	9343250	9344943	+	380.6	372	https://www.orthodb.org/v10?query=28318at7147	DET1 homolog
28348at7147	Complete	JAEIGE010000227.1:6213835-6212303	6213835	6212303	-	565.8	344	https://www.orthodb.org/v10?query=28348at7147	WD40-repeat-containing domain
28356at7147	Missing
28361at7147	Complete	JAEIGE010000253.1:17396613-17398014	17396613	17398014	+	506.9	333	https://www.orthodb.org/v10?query=28361at7147	carboxypeptidase B
28368at7147	Complete	JAEIGE010000253.1:3110398-3113890	3110398	3113890	+	437.4	380	https://www.orthodb.org/v10?query=28368at7147	Amyloid binding protein
28377at7147	Missing
28402at7147	Complete	JAEIGE010000227.1:17594552-17596402	17594552	17596402	+	633.2	398	https://www.orthodb.org/v10?query=28402at7147	Peptidylprolyl isomerase
28428at7147	Complete	JAEIGE010000299.1:3336275-3331496	3336275	3331496	-	901.6	685	https://www.orthodb.org/v10?query=28428at7147	Serrate RNA effector molecule homolog
28459at7147	Complete	JAEIGE010000332.1:11622811-11624365	11622811	11624365	+	565.0	319	https://www.orthodb.org/v10?query=28459at7147	synaptotagmin-4
28469at7147	Complete	JAEIGE010000332.1:18714505-18712716	18714505	18712716	-	860.5	446	https://www.orthodb.org/v10?query=28469at7147	solute carrier family 23 member 2
28492at7147	Complete	JAEIGE010000016.1:8196168-8192839	8196168	8192839	-	851.5	755	https://www.orthodb.org/v10?query=28492at7147	uncharacterized protein F23B12.7
28538at7147	Complete	JAEIGE010000332.1:9430076-9398140	9430076	9398140	-	486.1	443	https://www.orthodb.org/v10?query=28538at7147	Zinc finger C2H2 superfamily
28549at7147	Complete	JAEIGE010000253.1:18934045-18929035	18934045	18929035	-	919.7	448	https://www.orthodb.org/v10?query=28549at7147	Fascin
28551at7147	Complete	JAEIGE010000253.1:17230252-17228815	17230252	17228815	-	704.0	369	https://www.orthodb.org/v10?query=28551at7147	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
28559at7147	Complete	JAEIGE010000308.1:1358451-1356757	1358451	1356757	-	583.8	327	https://www.orthodb.org/v10?query=28559at7147	Heat shock protein DnaJ, cysteine-rich domain
28571at7147	Complete	JAEIGE010000332.1:24564674-24566113	24564674	24566113	+	462.9	329	https://www.orthodb.org/v10?query=28571at7147	tether containing UBX domain for GLUT4
28603at7147	Complete	JAEIGE010000227.1:8416671-8414957	8416671	8414957	-	428.1	318	https://www.orthodb.org/v10?query=28603at7147	DNA fragmentation factor subunit beta
28604at7147	Complete	JAEIGE010000227.1:14532795-14531345	14532795	14531345	-	633.0	353	https://www.orthodb.org/v10?query=28604at7147	Ribosome biogenesis protein WDR12 homolog
28637at7147	Complete	JAEIGE010000213.1:1243813-1245792	1243813	1245792	+	851.0	485	https://www.orthodb.org/v10?query=28637at7147	nitrogen permease regulator 3-like protein
28651at7147	Complete	JAEIGE010000016.1:536652-535198	536652	535198	-	648.1	340	https://www.orthodb.org/v10?query=28651at7147	NADH dehydrogenase 
28673at7147	Complete	JAEIGE010000299.1:6048319-6044768	6048319	6044768	-	272.1	223	https://www.orthodb.org/v10?query=28673at7147	Uncharacterized protein, isoform A
28676at7147	Complete	JAEIGE010000332.1:22748287-22746720	22748287	22746720	-	910.7	452	https://www.orthodb.org/v10?query=28676at7147	Nop domain
28685at7147	Complete	JAEIGE010000326.1:3925206-3835228	3925206	3835228	-	550.0	438	https://www.orthodb.org/v10?query=28685at7147	Nicalin
28693at7147	Complete	JAEIGE010000253.1:10051657-10053688	10051657	10053688	+	442.2	340	https://www.orthodb.org/v10?query=28693at7147	myb protein
28713at7147	Complete	JAEIGE010000227.1:5216009-5217548	5216009	5217548	+	531.5	337	https://www.orthodb.org/v10?query=28713at7147	WD40/YVTN repeat-like-containing domain superfamily
28735at7147	Complete	JAEIGE010000332.1:25005085-25002537	25005085	25002537	-	511.3	343	https://www.orthodb.org/v10?query=28735at7147	transcription elongation factor B polypeptide 3
28749at7147	Complete	JAEIGE010000330.1:5375620-5372589	5375620	5372589	-	589.1	371	https://www.orthodb.org/v10?query=28749at7147	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
28791at7147	Complete	JAEIGE010000299.1:8070098-8061224	8070098	8061224	-	704.1	562	https://www.orthodb.org/v10?query=28791at7147	protein jim lovell
28798at7147	Complete	JAEIGE010000016.1:6932369-6937568	6932369	6937568	+	995.7	905	https://www.orthodb.org/v10?query=28798at7147	RNA polymerase II-associated protein 1
28835at7147	Complete	JAEIGE010000308.1:1528879-1523809	1528879	1523809	-	1165.7	957	https://www.orthodb.org/v10?query=28835at7147	focadhesin
28837at7147	Complete	JAEIGE010000299.1:5025071-5021972	5025071	5021972	-	518.0	314	https://www.orthodb.org/v10?query=28837at7147	beta-galactoside alpha-2,6-sialyltransferase 1 isoform X1
28855at7147	Complete	JAEIGE010000308.1:2258615-2260039	2258615	2260039	+	463.5	341	https://www.orthodb.org/v10?query=28855at7147	dynein assembly factor 3, axonemal homolog
28861at7147	Complete	JAEIGE010000332.1:17941387-17939223	17941387	17939223	-	524.5	349	https://www.orthodb.org/v10?query=28861at7147	GPCR, family 2-like
28889at7147	Complete	JAEIGE010000227.1:16823204-16812402	16823204	16812402	-	585.9	347	https://www.orthodb.org/v10?query=28889at7147	Quick-to-court
28906at7147	Complete	JAEIGE010000227.1:1347565-1344865	1347565	1344865	-	715.5	390	https://www.orthodb.org/v10?query=28906at7147	Proton-coupled amino acid transporter 1
28926at7147	Complete	JAEIGE010000299.1:6035755-6037362	6035755	6037362	+	368.6	237	https://www.orthodb.org/v10?query=28926at7147	WD40-repeat-containing domain
28979at7147	Complete	JAEIGE010000332.1:6463899-6461913	6463899	6461913	-	941.1	488	https://www.orthodb.org/v10?query=28979at7147	Leucine-rich repeat protein soc-2 homolog
29006at7147	Complete	JAEIGE010000332.1:10348880-10347376	10348880	10347376	-	503.3	306	https://www.orthodb.org/v10?query=29006at7147	WD40-repeat-containing domain
29046at7147	Complete	JAEIGE010000332.1:3277780-3280875	3277780	3280875	+	906.5	478	https://www.orthodb.org/v10?query=29046at7147	Lateral signaling target protein 2 homolog
29052at7147	Complete	JAEIGE010000227.1:8596542-8595181	8596542	8595181	-	532.3	328	https://www.orthodb.org/v10?query=29052at7147	stAR-related lipid transfer protein 7, mitochondrial
29073at7147	Complete	JAEIGE010000299.1:1230415-1232739	1230415	1232739	+	653.9	337	https://www.orthodb.org/v10?query=29073at7147	CIDE-N domain
29083at7147	Complete	JAEIGE010000227.1:8307410-8310194	8307410	8310194	+	656.1	382	https://www.orthodb.org/v10?query=29083at7147	PPM-type phosphatase domain
29095at7147	Complete	JAEIGE010000227.1:837802-839656	837802	839656	+	560.3	346	https://www.orthodb.org/v10?query=29095at7147	ATPase, AAA-type, conserved site
29100at7147	Complete	JAEIGE010000332.1:5672786-5670682	5672786	5670682	-	539.2	316	https://www.orthodb.org/v10?query=29100at7147	protein glass
29111at7147	Complete	JAEIGE010000299.1:9383166-9389800	9383166	9389800	+	1294.2	977	https://www.orthodb.org/v10?query=29111at7147	EF-hand domain
29141at7147	Complete	JAEIGE010000016.1:4252839-4251210	4252839	4251210	-	559.1	314	https://www.orthodb.org/v10?query=29141at7147	Nuclear hormone receptor
29154at7147	Complete	JAEIGE010000253.1:13735011-13736688	13735011	13736688	+	622.7	367	https://www.orthodb.org/v10?query=29154at7147	probable Xaa-Pro aminopeptidase 3
29162at7147	Complete	JAEIGE010000227.1:28379061-28377207	28379061	28377207	-	921.0	464	https://www.orthodb.org/v10?query=29162at7147	Sodium/hydrogen exchanger
29168at7147	Complete	JAEIGE010000332.1:5341598-5339125	5341598	5339125	-	902.2	565	https://www.orthodb.org/v10?query=29168at7147	Tetratricopeptide repeat
29186at7147	Complete	JAEIGE010000299.1:1283592-1285167	1283592	1285167	+	520.3	369	https://www.orthodb.org/v10?query=29186at7147	tRNA pseudouridine synthase
29198at7147	Complete	JAEIGE010000227.1:24516555-24514517	24516555	24514517	-	630.3	359	https://www.orthodb.org/v10?query=29198at7147	Wee1-like protein kinase
29212at7147	Complete	JAEIGE010000227.1:14866776-14860622	14866776	14860622	-	284.0	223	https://www.orthodb.org/v10?query=29212at7147	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
29233at7147	Complete	JAEIGE010000332.1:2543351-2547703	2543351	2547703	+	813.3	407	https://www.orthodb.org/v10?query=29233at7147	SH3 domain
29239at7147	Complete	JAEIGE010000308.1:2686382-2688232	2686382	2688232	+	758.5	439	https://www.orthodb.org/v10?query=29239at7147	Vang-like protein
29268at7147	Complete	JAEIGE010000332.1:7964022-7962124	7964022	7962124	-	491.8	513	https://www.orthodb.org/v10?query=29268at7147	TRAF3-interacting protein 1
29277at7147	Complete	JAEIGE010000227.1:24128265-24129106	24128265	24129106	+	380.8	209	https://www.orthodb.org/v10?query=29277at7147	carbonic anhydrase
29281at7147	Complete	JAEIGE010000227.1:17618451-17617093	17618451	17617093	-	509.0	334	https://www.orthodb.org/v10?query=29281at7147	Mite allergen, group-7
29288at7147	Complete	JAEIGE010000332.1:28544255-28542593	28544255	28542593	-	614.7	423	https://www.orthodb.org/v10?query=29288at7147	coiled-coil domain-containing protein 63
29311at7147	Complete	JAEIGE010000253.1:23641472-23630581	23641472	23630581	-	506.7	458	https://www.orthodb.org/v10?query=29311at7147	Uncharacterized protein, isoform A
29328at7147	Complete	JAEIGE010000016.1:4248527-4250445	4248527	4250445	+	634.4	305	https://www.orthodb.org/v10?query=29328at7147	NAD(P)-binding domain
29339at7147	Complete	JAEIGE010000227.1:31650310-31648859	31650310	31648859	-	510.4	355	https://www.orthodb.org/v10?query=29339at7147	FAD/NAD(P)-binding domain
29352at7147	Complete	JAEIGE010000002.1:10337677-10342807	10337677	10342807	+	446.1	347	https://www.orthodb.org/v10?query=29352at7147	uncharacterized protein LOC110190229
29364at7147	Complete	JAEIGE010000239.1:821867-825565	821867	825565	+	843.7	447	https://www.orthodb.org/v10?query=29364at7147	Dystrobrevin
29366at7147	Complete	JAEIGE010000332.1:18783707-18786630	18783707	18786630	+	825.5	563	https://www.orthodb.org/v10?query=29366at7147	SARAH domain
29417at7147	Complete	JAEIGE010000332.1:9147504-9145996	9147504	9145996	-	465.8	275	https://www.orthodb.org/v10?query=29417at7147	Palmitoyltransferase
29425at7147	Complete	JAEIGE010000332.1:21728952-21727658	21728952	21727658	-	565.6	329	https://www.orthodb.org/v10?query=29425at7147	NADH dehydrogenase 
29429at7147	Complete	JAEIGE010000332.1:9308652-9307314	9308652	9307314	-	770.9	364	https://www.orthodb.org/v10?query=29429at7147	AP-1 complex subunit mu-1
29440at7147	Complete	JAEIGE010000227.1:27196737-27195191	27196737	27195191	-	519.5	325	https://www.orthodb.org/v10?query=29440at7147	Ubiquitin-conjugating enzyme E2
29484at7147	Complete	JAEIGE010000299.1:2197548-2196128	2197548	2196128	-	487.8	353	https://www.orthodb.org/v10?query=29484at7147	Zinc finger C2H2 superfamily
29507at7147	Complete	JAEIGE010000213.1:10779864-10777254	10779864	10777254	-	791.4	467	https://www.orthodb.org/v10?query=29507at7147	Ankyrin repeat-containing domain
29529at7147	Complete	JAEIGE010000332.1:9701110-9702573	9701110	9702573	+	736.9	342	https://www.orthodb.org/v10?query=29529at7147	Histone deacetylase
29552at7147	Complete	JAEIGE010000308.1:1864585-1863111	1864585	1863111	-	274.7	318	https://www.orthodb.org/v10?query=29552at7147	uncharacterized protein LOC108978918
29581at7147	Complete	JAEIGE010000213.1:10612142-10614465	10612142	10614465	+	765.0	622	https://www.orthodb.org/v10?query=29581at7147	WD40-repeat-containing domain
29582at7147	Complete	JAEIGE010000227.1:16381650-16377699	16381650	16377699	-	820.6	544	https://www.orthodb.org/v10?query=29582at7147	Leucine-rich repeat
29644at7147	Complete	JAEIGE010000308.1:2812551-2814129	2812551	2814129	+	496.8	332	https://www.orthodb.org/v10?query=29644at7147	Uncharacterized protein, isoform B
29711at7147	Complete	JAEIGE010000332.1:24930803-24933681	24930803	24933681	+	793.4	454	https://www.orthodb.org/v10?query=29711at7147	peroxisomal N(1)-acetyl-spermine/spermidine oxidase
29714at7147	Complete	JAEIGE010000213.1:905638-903531	905638	903531	-	838.7	415	https://www.orthodb.org/v10?query=29714at7147	Transcription initiation factor TFIID subunit 6
29717at7147	Complete	JAEIGE010000332.1:4250633-4248704	4250633	4248704	-	789.2	463	https://www.orthodb.org/v10?query=29717at7147	pre-mRNA-splicing factor Slu7
29744at7147	Complete	JAEIGE010000227.1:23208371-23209830	23208371	23209830	+	480.6	349	https://www.orthodb.org/v10?query=29744at7147	phosphatidylinositol glycan anchor biosynthesis class U protein
29754at7147	Complete	JAEIGE010000332.1:2276658-2275284	2276658	2275284	-	499.4	293	https://www.orthodb.org/v10?query=29754at7147	tRNA pseudouridine synthase
29766at7147	Complete	JAEIGE010000332.1:10919320-10921509	10919320	10921509	+	814.3	416	https://www.orthodb.org/v10?query=29766at7147	serine/threonine-protein phosphatase 5
29789at7147	Complete	JAEIGE010000017.1:3015582-3013243	3015582	3013243	-	693.0	555	https://www.orthodb.org/v10?query=29789at7147	anaphase-promoting complex subunit 5
29795at7147	Complete	JAEIGE010000332.1:1147952-1146624	1147952	1146624	-	679.0	351	https://www.orthodb.org/v10?query=29795at7147	26S proteasome non-ATPase regulatory subunit 13
29860at7147	Complete	JAEIGE010000227.1:26989398-26997426	26989398	26997426	+	721.6	346	https://www.orthodb.org/v10?query=29860at7147	TNF receptor-associated factor 4
29889at7147	Complete	JAEIGE010000253.1:8129848-8146949	8129848	8146949	+	852.1	435	https://www.orthodb.org/v10?query=29889at7147	K Homology domain, type 1
29906at7147	Complete	JAEIGE010000253.1:9773058-9775442	9773058	9775442	+	642.4	584	https://www.orthodb.org/v10?query=29906at7147	ESF1 homolog
29908at7147	Complete	JAEIGE010000142.1:893732-897163	893732	897163	+	842.2	679	https://www.orthodb.org/v10?query=29908at7147	Chromo domain
29931at7147	Complete	JAEIGE010000299.1:4267801-4266233	4267801	4266233	-	346.0	230	https://www.orthodb.org/v10?query=29931at7147	beta-1,4-glucuronyltransferase 1
29994at7147	Complete	JAEIGE010000017.1:1763043-1760846	1763043	1760846	-	654.8	494	https://www.orthodb.org/v10?query=29994at7147	protein ecdysoneless
30000at7147	Complete	JAEIGE010000253.1:10157518-10152317	10157518	10152317	-	157.7	563	https://www.orthodb.org/v10?query=30000at7147	Zinc finger C2H2 superfamily
30068at7147	Complete	JAEIGE010000227.1:770186-769041	770186	769041	-	568.8	337	https://www.orthodb.org/v10?query=30068at7147	glucose-fructose oxidoreductase domain-containing protein 1
30097at7147	Complete	JAEIGE010000332.1:24496044-24497470	24496044	24497470	+	562.6	336	https://www.orthodb.org/v10?query=30097at7147	macrophage erythroblast attacher
30128at7147	Complete	JAEIGE010000227.1:1316554-1318029	1316554	1318029	+	229.0	363	https://www.orthodb.org/v10?query=30128at7147	IRS-type PTB domain
30134at7147	Complete	JAEIGE010000142.1:835887-834253	835887	834253	-	797.0	414	https://www.orthodb.org/v10?query=30134at7147	U4/U6 small nuclear ribonucleoprotein Prp31
30165at7147	Complete	JAEIGE010000332.1:15269805-15264378	15269805	15264378	-	998.7	681	https://www.orthodb.org/v10?query=30165at7147	transcription elongation regulator 1 isoform X1
30184at7147	Complete	JAEIGE010000002.1:837716-840219	837716	840219	+	921.0	408	https://www.orthodb.org/v10?query=30184at7147	Histone deacetylase
30248at7147	Complete	JAEIGE010000213.1:6974867-6977840	6974867	6977840	+	760.2	398	https://www.orthodb.org/v10?query=30248at7147	RBR-type E3 ubiquitin transferase
30250at7147	Complete	JAEIGE010000227.1:545219-543681	545219	543681	-	772.5	361	https://www.orthodb.org/v10?query=30250at7147	probable ATP-dependent RNA helicase DDX47
30260at7147	Complete	JAEIGE010000152.1:2154166-1905436	2154166	1905436	-	699.4	450	https://www.orthodb.org/v10?query=30260at7147	FERM domain
30269at7147	Complete	JAEIGE010000227.1:25314158-25318124	25314158	25318124	+	725.8	405	https://www.orthodb.org/v10?query=30269at7147	Zinc finger, RING-CH-type
30313at7147	Complete	JAEIGE010000002.1:2943102-2945001	2943102	2945001	+	772.8	435	https://www.orthodb.org/v10?query=30313at7147	U4/U6 small nuclear ribonucleoprotein Prp3 isoform X1
30324at7147	Complete	JAEIGE010000253.1:23092683-23091421	23092683	23091421	-	412.0	287	https://www.orthodb.org/v10?query=30324at7147	Zinc finger, RING-type
